Project,Baseline,Type,Requirement,ID,Version,Hierarchy #,Description,Status,Priority,Owner,Owner (First Name),Owner (Last Name),Created By,Responsible,Created On,Sponsor Name,Source,Notes,SH Reason why,SH Comment,SH_BD Action,Due Date,SH_BD Due Date,Launch Priority,SH Product cost impacts,SH Schedule impacts,SH Risk impacts,SH Project cost impacts,SH Concept Impacts,Funded,Funding Approved,Management Approval,Compliance Approval,SH Safety Related,SH Stakeholders,Concerned Product,SH Allocation,SH Wave,SY Skill Allocation,SY Package Release,SY Model Type,SY Cabinet Type
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Maximum battery charge power level when on generator - setting,38841,2.1,10.36.3.2,"Setting to configure the maximum charge current when on generator, as a percentage of the nominal charge level. Range: 0% (charger off), 10%, 25%, 50%, 75% or 100% Default value: 100%",Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Events and alarms,38842,1.1,10.36.4,,[Category],Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Genset is supplying the UPS - input contact - setting changed,38843,2.1,10.36.4.1,Type: EventSeverity: InformationalCorrective Action Text: NADescription: UPS is on generator - input contact - setting has been changed,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Maximum battery charge power level when on generator - setting change,38844,2.1,10.36.4.2,Type: EventSeverity: InformationalCorrective Action Text: NADescription: Maximum battery charge power level when on generator - setting has been changed,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Genset is supplying the UPS,38845,2.1,10.36.4.3,Type: EventSeverity: InformationalCorrective Action Text: NADescription: Input contact indicates that a genset is supplying the UPS.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Genset is no longer supplying the UPS,38846,2.1,10.36.4.4,Type: EventSeverity: InformationalCorrective Action Text: NADescription: Input contact indicates that a genset is no longer supplying the UPS.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Stop battery charger at inoperable room ventilation,38847,3.1,10.37,The UPS must be able to stop the battery charger and post an alarm based on a dry contact input indicating that the battery room ventilation is inoperable.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Input contact indicating if battery room ventilation is inoperable,38848,2.1,10.37.1,"It must be possible to configure an input contact to indicate to the UPS if the battery room ventilation is inoperable, which will make the UPS stop the battery charger and post an alarm.",Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Settings and commands,38849,1.1,10.37.2,,[Category],Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Battery room ventilation inoperable - input contact setting,38850,2.1,10.37.2.1,Setting to assign a configurable input contact to stop the charger in case of an inoperable battery room ventilation.Range: Enable/disableDefault value: Disable,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Events and alarms,38851,1.1,10.37.3,,[Category],Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Battery room ventilation OK,38852,2.1,10.37.3.1,Type: EventSeverity: InformationalCorrective Action Text: NADescription: Input contact indicates that a battery room ventilation is OK.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Battery room ventilation inoperable,38853,2.1,10.37.3.2,Type: AlarmSeverity: WarningCorrective Action Text: NADescription: Input contact indicates that the battery room ventilation is not working correctly.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Battery room ventilation inoperable - input contact - setting changed,38854,2.1,10.37.3.3,Type: EventSeverity: InformationalCorrective Action Text: NADescription: Battery room ventilation inoperable - input contact - setting has been changed,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),External battery monitoring,38855,3.1,10.38,The UPS must be able to post an alarm (no other action required) based on a dry contact input indicating that an external battery monitoring system has detected a fault.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Input contact indicating external battery monitoring detected fault,38856,2.1,10.38.1,It must be possible to configure an input contact to indicate that an external battery monitoring system has detected a fault.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Settings and commands,38857,1.1,10.38.2,,[Category],Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),External battery monitoring detected fault - input contact setting,38858,2.1,10.38.2.1,Setting to assign a configurable input contact to stop the charger in case of an external battery monitoring detected fault.Range: Enable/disableDefault value: Disable,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Events and alarms,38859,1.1,10.38.3,,[Category],Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),External battery monitoring detected fault - input contact - setting changed,38860,2.1,10.38.3.1,Type: EventSeverity: InformationalCorrective Action Text: NADescription: External battery monitoring detected fault - input contact - setting has been changed,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),External battery monitoring OK,38861,2.1,10.38.3.2,Type: EventSeverity: InformationalCorrective Action Text: NADescription: Input contact indicates that the external battery monitoring is OK.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),External battery monitoring detected fault,38862,2.1,10.38.3.3,Type: AlarmSeverity: WarningCorrective Action Text: NADescription: Input contact indicates external battery monitoring detected fault,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Output relay indicating if battery is not working correctly,38863,3.1,10.39,"It must be possible for the user to configure an output relay to activate if the UPS battery is not working correctly.The conditions for activating the """"battery is not working correctly"""" dry contact output should be the same as for indicating battery inoperable in the UPS mimic. Meaning one or more of the below conditions are true (depending on which features are available/enabled in the product):- Battery voltage out of tolerance (high and low)- Battery voltage collapse- Battery configuration invalid- Battery capacity is below minimum acceptable level- Battery room ventilation inoperable- External battery monitoring detected fault- Battery fuse blown or battery relay is not working correctly- Battery not connected",Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Settings and commands,38864,1.1,10.39.1,,[Category],Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Battery is not working correctly - output relay setting,38865,2.1,10.39.1.1,Setting to configure an output relay to indicate battery is not working correctly.Range: Enable/disableDefault value: Disable,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Events and alarms,38866,1.1,10.39.2,,[Category],Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Battery is not working correctly - output relay - setting changed,38867,2.1,10.39.2.1,Type: EventSeverity: InformationalCorrective Action Text: NADescription: Battery is not working correctly - output relay - setting has been changed,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Output relay indicating if battery is disconnected,38868,3.1,10.40,It must be possible for the user to configure an output relay to activate if the battery is disconnected.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Settings and commands,38869,1.1,10.40.1,,[Category],Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Battery is disconnected - output relay setting,38870,2.1,10.40.1.1,Setting to configure an output relay to indicate battery is disconnected.Range: Enable/disableDefault value: Disable,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Events and alarms,38871,1.1,10.40.2,,[Category],Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Battery is disconnected - output relay - setting changed,38872,2.1,10.40.2.1,Type: EventSeverity: InformationalCorrective Action Text: NADescription: Battery is disconnected - output relay - setting has been changed,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,3/1/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Charge voltage when battery is disconnected,39857,2.1,10.41,"When the battery is disconnected (breaker open or fuses cleared), the charge voltage must be set to a fixed value, to keep voltage on the terminals.The current limitation must be set to the minimum required for obtaining a voltage on the terminals.Levels and limits must be specified in a sub requirement for the product",Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,4/5/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),NiCd support,40014,3.1,10.43,The UPS must be able to support NiCd batteries as energy storage.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,5/3/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Battery configuration for NiCd,40015,2.1,10.43.1,"The user must be able to configure the UPS for NiCd batteries.This means that the following basic parameters must be specifically adjusted in ranges and values to support NiCd: - Battery type configurable as NiCd (this is used by the UPS to choose the correct charging algorithm, and default values and allowed ranges of relevant settings etc.).- Number of cells in battery setting range and default value according to NiCd and UPS battery voltage range.- Number of batteries in series setting range and default value according to NiCd and UPS battery voltage range.",Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,5/3/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Basic charge cycle steps,40016,2.1,10.43.2,"The charger for NiCd batteries must have three basic charge cycle steps:- Step 1: Constant current charge at a configurable current level. The charger must change to step 2 when the cell voltage reaches a given limit (the same configurable cell voltage level used for step 2).- Step 2: Constant voltage boost charge at a configurable cell voltage level. The duration of this cycle must be configurable, after which the charger must change to step 3.- Step 3: Float charge at a configurable cell voltage level.A boost charge cycle is required to reach 100% State Of Charge (SOC), but the boost charge cycle can cause battery water consumption. It must ensured that this state is not permanently active.{Image: 63A9C02C-99F0-4E1F-920E-9C9A51D93798.bmp}",Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,5/3/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Charge cycle after a battery discharge period,40017,2.1,10.43.3,"If the UPS enters a battery discharge period (battery operation), the charger must have a certain behavior depending on which basic charge cycle step it is in, and how long the battery discharge period has been.Battery discharge during basic charge cycle step 1:- Stay in step 1.Battery discharge during basic charge cycle step 2:- If UPS enters battery operation for less than 30 seconds, continue in step 2.- If UPS enters battery operation for more than 30 seconds, restart the charge cycle (change to step 1).Battery discharge during basic charge cycle step 3:- If UPS enters battery operation for less than 30 seconds, continue in step 3- If UPS enters battery operation for more than 30 seconds, restart the charge cycle (change to step 1).TBD: A simple algorithm could be to applied to ensure a short boost charge cycle when the depth of discharge is small (for example only a 1-hour boost charge when SOC is > 95% after a discharge). The difficulty is to define these values and the best solution would be to define the values in cooperation with battery vendors.",Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,5/3/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Equalization charge cycle,40018,2.1,10.43.4,It must be possible for the user to perform a manual equalization charge cycle of the NiCd battery at a configurable cell voltage and for a configurable time duration.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,5/3/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Charge current rate must be configurable,40019,2.1,10.43.5,It must be possible for the user to configure the charge current rate (CA rate) according to NiCd specific ranges.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,5/3/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Boost charge voltage must be configurable,40020,2.1,10.43.6,It must be possible for the user to configure the boost charge voltage according to NiCd specific ranges.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,5/3/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
Charlie,Current Baseline,2. Stakeholder Requirements (WHAT),Boost charge time must be configurable,40021,2.1,10.43.7,It must be possible for the user to configure the boost charge time according to NiCd specific ranges.,Approved,Must / Vital,Jesper Johnsen,Jesper,Johnsen,Jesper Johnsen,,5/3/2019,   --- N/A ---,   --- N/A ---,   --- N/A ---,,,,   --- N/A ---,6/28/2012,   --- N/A ---,To Be Defined,To Be Defined,To be defined,To be defined,TBD,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---,FALSE,Marketing,,,W1,   --- N/A ---,   --- N/A ---,   --- N/A ---,   --- N/A ---
